ambito,indicador,unidad,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Ucayali,rendimiento_de_tarhui,Kilogramos por hectárea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ucayali,precio_en_chacra_de_tarhui,Soles por Kilogramo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ucayali,superficie_sembrada_de_garbanzo_grano_seco,Hectáreas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ucayali,superficie_cosechada_de_garbanzo_grano_seco,Hectárea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ucayali,produccion_de_acelga,Tonelada métrica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Ucayali,produccion_de_albahaca,Tonelada métrica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Ucayali,produccion_de_calabaza,Tonelada métrica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Ucayali,produccion_de_nabo,Tonelada métrica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Ucayali,produccion_de_pepinillo,Tonelada métrica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Ucayali,produccion_de_poro,Tonelada métrica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Ucayali,produccion_de_rabanito,Tonelada métrica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Ucayali,produccion_de_frijol_vainita,Tonelada métrica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Ucayali,produccion_de_cirolero,Tonelada métrica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Ucayali,produccion_de_cocona,Tonelada métrica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2635.76,0.0,3213.706,2975.615,2792.594,3078.627,2497.886,,,,,,,
Ucayali,produccion_de_damasco,Tonelada métrica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Ucayali,produccion_de_granada,Tonelada métrica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Ucayali,produccion_de_guanabana,Tonelada métrica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,522.15,0.0,617.139,611.144,647.744,884.138,1274.581,,,,,,,
Ucayali,produccion_de_guindo,Tonelada métrica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Ucayali,produccion_de_humari,Tonelada métrica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,983.0,0.0,948.0,955.0,948.0,907.0,0.0,,,,,,,
Ucayali,produccion_de_limon_dulce,Tonelada métrica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.0,0.0,304.212,317.537,325.556,291.339,0.0,,,,,,,
Ucayali,produccion_de_mamey,Tonelada métrica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Ucayali,produccion_de_mani_(fruta),Tonelada métrica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,686.5,1021.239,634.0,601.75,692.61,865.069,617.64,,,,,,,
Ucayali,produccion_de_maranon,Tonelada métrica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548.0,793.1,562.5,258.21,143.2,89.85,1510.119,,,,,,,
Ucayali,produccion_de_nispero,Tonelada métrica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Ucayali,produccion_de_pomarrosa,Tonelada métrica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Ucayali,produccion_de_sauco,Tonelada métrica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Ucayali,produccion_de_tamarindo,Tonelada métrica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Ucayali,produccion_de_zapote,Tonelada métrica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2347.1,0.0,2585.0,3499.389,3996.44,4239.866,4630.974,,,,,,,
Ucayali,produccion_de_canihua,Tonelada métrica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ucayali,superficie_sembrada_de_canihua,Hectáreas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ucayali,superficie_cosechada_de_canihua,Hectárea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ucayali,rendimiento_de_canihua,Kilogramos por hectárea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ucayali,precio_en_chacra_de_canihua,Soles por Kilogramo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ucayali,superficie_sembrada_de_kiwicha,Hectáreas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ucayali,superficie_cosechada_de_kiwicha,Hectárea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ucayali,rendimiento_de_kiwicha,Kilogramos por hectárea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ucayali,precio_en_chacra_de_kiwicha,Soles por Kilogramo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ucayali,produccion_de_sorgo_grano,Tonelada métrica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ucayali,superficie_sembrada_de_sorgo_grano,Hectáreas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ucayali,superficie_cosechada_de_sorgo_grano,Hectárea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ucayali,rendimiento_de_sorgo_grano,Kilogramos por hectárea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ucayali,precio_en_chacra_de_sorgo_grano,Soles por Kilogramo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ucayali,superficie_sembrada_de_zarandaja,Hectáreas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ucayali,superficie_cosechada_de_zarandaja,Hectárea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ucayali,rendimiento_de_zarandaja,Kilogramos por hectárea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ucayali,precio_en_chacra_de_zarandaja,Soles por Kilogramo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ucayali,superficie_sembrada_de_frijol_loctao,Hectáreas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ucayali,superficie_cosechada_de_frijol_loctao,Hectárea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ancash,precio_en_chacra_de_lenteja,Soles por Kilogramo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.39,4.03,2.44,2.51,3.25,
Ancash,superficie_sembrada_de_tarhui,Hectáreas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1044.0,1160.0,955.0,761.5,946.0,878.0,791.0,663.0,623.0,553.0,763.0,455.0,615.0,718.0,838.0,787.0,806.0,,,,,,,
Ancash,rendimiento_de_tarhui,Kilogramos por hectárea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,815.0,934.0,816.0,801.0,700.0,846.0,924.0,1041.0,1135.0,1081.0,1003.0,1005.0,1009.0,1074.0,1071.0,1051.0,1013.0,1072.0,1050.0,987.0,1013.0,1025.0,1025.0,1013.0,1000.53475935829,1028.62595419847,998.0,
Ancash,precio_en_chacra_de_tarhui,Soles por Kilogramo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28389.0,0.24,0.51,0.73,0.75,0.87,0.83,1.12,1.16,1.4,1.26,1.2,1.26,1.47,1.49,1.52,1.59,1.97,2.3,3.25,3.76,3.66,3.89,4.21,5.03491893818,4.23,3.99,
Ancash,superficie_sembrada_de_garbanzo_grano_seco,Hectáreas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ancash,superficie_cosechada_de_garbanzo_grano_seco,Hectárea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ancash,produccion_de_acelga,Tonelada métrica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.0,516.0,378.0,200.519,256.5,151.0,143.0,,,,,,,
Ancash,produccion_de_albahaca,Tonelada métrica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Ancash,produccion_de_calabaza,Tonelada métrica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Ancash,produccion_de_nabo,Tonelada métrica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414.0,509.0,363.0,231.5,225.8,189.0,159.5,,,,,,,
Ancash,produccion_de_pepinillo,Tonelada métrica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.0,454.0,363.0,206.0,147.5,120.0,193.5,,,,,,,
Ancash,produccion_de_poro,Tonelada métrica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391.5,517.0,447.0,257.0,315.0,214.5,211.2,,,,,,,
Ancash,produccion_de_rabanito,Tonelada métrica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.0,357.0,300.0,151.0,141.0,92.5,99.0,,,,,,,
Ancash,produccion_de_frijol_vainita,Tonelada métrica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.5,80.5,57.0,59.0,177.0,91.5,97.5,,,,,,,
Ancash,produccion_de_cirolero,Tonelada métrica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Ancash,produccion_de_cocona,Tonelada métrica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Ancash,produccion_de_damasco,Tonelada métrica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Ancash,produccion_de_granada,Tonelada métrica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,59.0,53.0,45.5,49.0,55.0,41.0,,,,,,,
Ancash,produccion_de_guanabana,Tonelada métrica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Ancash,produccion_de_guindo,Tonelada métrica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Ancash,produccion_de_humari,Tonelada métrica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Ancash,produccion_de_limon_dulce,Tonelada métrica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.0,242.0,230.5,189.0,216.0,162.0,140.0,,,,,,,
Ancash,produccion_de_mamey,Tonelada métrica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Ancash,produccion_de_mani_(fruta),Tonelada métrica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,21.0,21.0,4.0,68.0,119.5,0.0,,,,,,,
Ancash,produccion_de_maranon,Tonelada métrica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Ancash,produccion_de_nispero,Tonelada métrica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,5.0,10.0,0.0,0.0,0.0,0.0,,,,,,,
Ancash,produccion_de_pomarrosa,Tonelada métrica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Ancash,produccion_de_sauco,Tonelada métrica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Ancash,produccion_de_tamarindo,Tonelada métrica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Ancash,produccion_de_zapote,Tonelada métrica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Ancash,produccion_de_canihua,Tonelada métrica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ancash,superficie_sembrada_de_canihua,Hectáreas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ancash,superficie_cosechada_de_canihua,Hectárea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ancash,rendimiento_de_canihua,Kilogramos por hectárea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ancash,precio_en_chacra_de_canihua,Soles por Kilogramo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ancash,superficie_sembrada_de_kiwicha,Hectáreas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.0,539.0,434.0,322.0,276.0,308.0,268.0,225.0,646.0,559.0,206.0,145.0,221.0,300.0,251.0,164.0,289.0,186.0,,,,,,
Ancash,superficie_cosechada_de_kiwicha,Hectárea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.0,152.0,135.0,208.0,205.0,247.0,537.0,394.0,311.0,276.0,308.0,268.0,225.0,646.0,559.0,206.0,145.0,221.0,300.0,251.0,164.0,274.0,,,,,,
Ancash,rendimiento_de_kiwicha,Kilogramos por hectárea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,676.0,862.0,904.0,1183.0,1195.0,927.0,998.0,992.0,1016.0,1000.0,1004.0,1010.0,1013.0,1130.0,1188.0,1209.0,1324.0,1482.0,1336.0,1256.97,1292.0,1214.0,1139.0,1456.0,1638.0,2116.0,1808.0,
Ancash,precio_en_chacra_de_kiwicha,Soles por Kilogramo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42866.0,0.41,0.86,1.28,1.38,1.16,1.39,1.63,2.09,2.46,1.98,2.56,2.3,2.69,2.34,2.4,2.49,2.47,2.9,2.89,3.0,2.96,4.39,4.03,6.99,3.35,3.09,
Ancash,produccion_de_sorgo_grano,Tonelada métrica,,,,,,38.0,74.0,72.0,33.0,50.0,150.0,100.0,,,,474.0,575.0,286.0,,,52.0,45.0,35.0,15.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ancash,superficie_sembrada_de_sorgo_grano,Hectáreas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ancash,superficie_cosechada_de_sorgo_grano,Hectárea,,,,,,20.0,40.0,40.0,15.0,25.0,75.0,50.0,,,,165.0,200.0,110.0,,,20.0,15.0,10.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ancash,rendimiento_de_sorgo_grano,Kilogramos por hectárea,,,,,,1900.0,1850.0,1800.0,2200.0,2000.0,2000.0,2000.0,,,,2873.0,2875.0,2600.0,,,2600.0,3000.0,3500.0,3000.0,3000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ancash,precio_en_chacra_de_sorgo_grano,Soles por Kilogramo,,,,,,1.21,1.99,1.94,3.51,3.2,3.0,3.2,,,,7.01,8.7,16.0,,,50.0,70.0,115.0,200.0,450.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ancash,superficie_sembrada_de_zarandaja,Hectáreas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ancash,superficie_cosechada_de_zarandaja,Hectárea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ancash,rendimiento_de_zarandaja,Kilogramos por hectárea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ancash,precio_en_chacra_de_zarandaja,Soles por Kilogramo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ancash,superficie_sembrada_de_frijol_loctao,Hectáreas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ancash,superficie_cosechada_de_frijol_loctao,Hectárea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazonas,total_de_creditos_directos_de_las_entidades_de_desarrollo_para_la_pequena_y_microempresa,Miles de soles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9348.92855,10984.88464,8744.45447,8667.96635,11560.96245,9243.0,3228.02682
Amazonas,total_de_depositos_de_la_banca_multiple,Miles de soles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33334.0,25613.0,28196.0,33001.0,30282.57099,26743.97791,30270.12368,33628.96062,34725.76746,53213.71522,44630.46676,47532.29713,51336.2091,79077.34119,97197.46389,97909.0,133062.0
Amazonas,total_de_depositos_de_las_cajas_municipales,Miles de soles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2166.74528,3744.01255,5103.82758,7796.46895,12952.2558,13506.69183,25982.89445,39849.12986,38978.62779,43175.71802,60583.17542,65530.65107,83025.0,
Amazonas,total_de_depositos_de_las_cajas_rurales,Miles de soles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,,527.0
Amazonas,presupuesto_inicial_del_gasto_no_financiero_departamental_del_sector_publico,Millones de nuevos soles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.32725,214.26895,268.17377,284.16818,561.10177,675.09349,819.6269,1057.4,1293.5,,,,,,
Amazonas,establecimientos_total_de_hospedaje_colectivo_por_departamento,Unidad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.0,143.0,153.0,176.0,180.0,,,,,
Amazonas,habitaciones_total_de_hospedaje_colectivo_por_departamento,Unidad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2051.0,2058.0,2140.0,2420.0,2557.0,,,,,
Amazonas,camas_total_de_hospedaje_colectivo_por_departamento,Unidad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3085.0,3046.0,3223.0,3660.0,3881.0,,,,,
Amazonas,establecimientos_categorizados_por_departamento,Unidad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,21.0,11.0,10.0,37.0,,,,,
Amazonas,habitaciones_categorizados_de_hospedaje_por_departamento,Unidad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577.0,417.0,189.0,154.0,708.0,,,,,
Amazonas,camas_categorizados_de_hospedaje_por_departamento,Unidad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,854.0,629.0,316.0,311.0,1071.0,,,,,
Amazonas,establecimientos_no_categorizados_por_departamento,Unidad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.0,122.0,142.0,166.0,143.0,,,,,
Amazonas,habitaciones_no_categorizados_por_departamento,Unidad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1474.0,1641.0,1951.0,2266.0,1849.0,,,,,
Amazonas,camas_no_categorizados_por_departamento,Unidad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2231.0,2417.0,2907.0,3349.0,2810.0,,,,,
Amazonas,sueldo_nominal_de_empleado_mas_ejecutivo_para_lima_metropolitana,Nuevo sol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazonas,sueldo_nominal_en_moneda_extranjera_de_empleado_mas_ejecutivo_para_lima_metropolitana,US dólar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazonas,sueldo_real_de_empleado_mas_ejecutivo_para_lima_metropolitana,Nuevo sol del año 1994 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazonas,indice_de_sueldo_real_de_empleado_mas_ejecutivo_para_lima_metropolitana,Índice Base Año 1994 = 100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazonas,sueldo_nominal_de_empleado_mas_ejecutivo_de_agricultura_para_lima_metropolitana,Nuevo sol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazonas,sueldo_nominal_de_empleado_mas_ejecutivo_de_mineria_para_lima_metropolitana,Nuevo sol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazonas,sueldo_nominal_de_empleado_mas_ejecutivo_de_manufactura_para_lima_metropolitana,Nuevo sol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazonas,"sueldo_nominal_de_empleado_mas_ejecutivo_de_electricidad,_gas_y_agua_para_lima_metropolitana",Nuevo sol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazonas,sueldo_nominal_de_empleado_mas_ejecutivo_de_construccion_para_lima_metropolitana,Nuevo sol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazonas,sueldo_nominal_de_empleado_mas_ejecutivo_de_comercio_para_lima_metropolitana,Nuevo sol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazonas,sueldo_nominal_de_empleado_mas_ejecutivo_de_comercio_por_mayor_para_lima_metropolitana,Nuevo sol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazonas,sueldo_nominal_de_empleado_mas_ejecutivo_de_comercio_por_menor_para_lima_metropolitana,Nuevo sol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazonas,sueldo_nominal_de_empleado_mas_ejecutivo_de_establecimientos_financieros_y_seguros_para_lima_metropolitana,Nuevo sol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazonas,"sueldo_nominal_de_empleado_mas_ejecutivo_de_transporte,_almacenamiento_y_comunicaciones_para_lima_metropolitana",Nuevo sol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazonas,sueldo_nominal_de_empleado_mas_ejecutivo_de_servicios_no_gubernamentales_para_lima_metropolitana,Nuevo sol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazonas,salario_nominal_de_obrero_para_lima_metropolitana,Nuevo sol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazonas,salario_real_de_obrero_para_lima_metropolitana,Nuevo sol del año 1994 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
